,Abkhaz,Adyghe,Hokkaido Ainu,Aleut,Avar,North Azerbaijani,Bashkir,Belarusian,Bengali,Breton,Burushaski,Buryat,Bulgarian,Catalan,Czech,Chechen,Chuvash,Chukchi,Mandarin Chinese,Welsh,Danish,Dargwa,Tsez,German,Estonian,Modern Greek,Forest Enets,English,Central Siberian Yupik,Basque,Evenki,Finnish,French,Nanai,Irish,Modern Hebrew,Hindi,Croatian,Hungarian,Armenian,Icelandic,Italian,Itelmen,Japanese,Kalaallisut,Kannada,Georgian,Kazakh,Northern Khanty,Ket,Khalkha Mongolian,Northern Kurdish,Komi-Permyak,Korean,Komi-Zyrian,North Karelian,Latvian,Lak,Lezgian,Lithuanian,Livonian,Malayalam,Moksha,Meadow Mari,Manchu,Northern Mansi,Hill Mari,Erzya,Nganasan,Nivkh,Dutch,Norwegian (Bokmål),Olonets Karelian,Ossetian,Northern Pashto,Western Farsi,Polish,Portuguese,Romanian,Russian,Sakha,Northern Selkup,Kildin Sami,Slovak,Slovene,Southern Sami,Northern Sami,Lule Sami,Inari Sami,Skolt Sami,Spanish,Standard Albanian,Swedish,Tamil,Tatar,Telugu,Turkish,Udmurt,Ukrainian,Northern Uzbek,Veps,Kalmyk,Northern Yukaghir,Tundra Nenets,Southern Yukaghir
Forest Enets,3972.5033380009745,3854.4485528011037,4173.995317457841,4941.393823578688,3927.6079095871864,3964.398869574858,2412.5771694422483,3572.925152217956,5115.7001325126685,5131.074306406987,3840.3698673222602,2251.431837625602,4645.807392016623,5609.448613605431,4283.561067573529,3779.5995557476335,2558.2944905158233,2978.5771261631667,3705.8629425127574,4774.351760621153,3850.1361764099183,3824.319786550216,3895.142061827331,4229.898186325045,3077.040076340858,5115.58613539642,0.0,4574.9015422668235,3996.1884982252204,5533.197620541472,852.4595020487008,2944.4875319732746,4948.542391874611,3424.8190235897337,4779.4500419115275,5407.719354491104,4803.483836732019,4666.209864409677,4393.042565146179,4152.9091382730485,4149.31979822667,5035.33121745739,3485.2550718013817,4786.898739879873,4251.704773794228,6328.565151860419,4004.408093970744,2380.8727226771584,1286.3231515366506,692.4399987356112,2596.4262099002244,4527.679023531656,1913.8478481274071,4302.10707560649,1562.1278315169234,2393.518046115082,3300.4009912217102,3866.683829187391,3902.643307481912,3462.8035351628355,3322.021972344294,6766.22254595548,2841.237727707509,2337.468253652494,3251.383950773859,1298.53634788839,2512.806038030827,2848.4536850410914,358.4110310898667,3246.7817523817116,4456.437346270213,3533.6819567035955,2623.3342111234692,3854.7748491227926,4409.651155331912,5047.383665188209,3965.526137001336,6114.710983283961,4269.235028012785,2645.462433262141,2035.4649820158081,1149.5891077109775,2022.9629195010548,4269.454666002837,4642.208894142254,3110.5344602599926,2469.66954393841,2708.8095367669025,2234.453553037743,2204.2196081325565,5722.006205444961,4931.136918532207,3303.595727389688,6646.976715192232,2501.577918363614,5989.819718962417,4589.193835982423,2304.6099806748184,3733.059898873649,3592.5590229066374,2608.0199611664243,3477.7197557237573,2475.2391526728998,825.3677396276032,2544.7655612044136
English,3270.018678765268,3094.9204234843587,8720.416999610097,8312.174737424772,3719.126082140255,4009.7476404594554,3720.4178018267226,1765.7653601918626,7966.80815159303,563.7178881335742,5982.313177822002,6605.548672419486,2160.275738612745,1299.066565524164,1166.5079126139237,3532.9117510722053,3079.1320059842255,6471.331013588638,8050.941513037224,231.56968435588047,920.9799851461443,3730.4760493333006,3632.357446504111,779.6829363353335,1727.1515620431846,2527.7915157504835,4574.9015422668235,0.0,7037.340225598077,1081.4118837373696,5427.153622629194,1763.5693346740986,595.1403667262147,7993.811833013352,442.52959462248407,3777.799730086061,6912.721913392529,1554.9980259830274,1618.6904912604182,3729.4710984737203,1561.379472762228,1497.021528534405,7645.862211753638,9350.153653720477,3176.1051138960247,7947.91065296757,3523.8964405780443,4923.883137147664,3925.23944786039,4859.8027662688855,6837.885782022181,3812.1349416597986,3411.3199072539974,8820.25580054389,3342.7473508175467,2229.510240949064,1662.6835846826816,3725.8017383445695,3820.705096689423,1637.3910448164645,1535.918552728424,8342.661289147367,2839.6577713788915,3177.207282320609,7811.437360856653,3643.6314057903396,3006.094821838826,3057.2049929308955,4381.75480868044,7748.7548481645845,421.082690518839,1050.8003970335049,2211.619951799043,3467.9049019143213,5799.62920369719,5270.267345841317,1333.6262349895662,1552.4682147474823,1945.7397297228767,2592.1218489173107,6527.143454788331,4829.079480175055,2560.6765785345005,1470.9771877006356,1357.9499533994124,1471.7065935078376,2122.1275009651786,1882.5335506812119,2347.4763789816784,2371.1947337458473,1212.5011378740205,2029.2048858513801,1354.293785237434,8398.445926215814,3267.2574635018505,7871.7583208101905,2939.8483760119234,3388.4376717122877,2054.9936077013845,5217.425497926648,2300.2048898576804,3340.8589498208976,6310.221605434337,4040.818571247096,6597.976388144846
Central Siberian Yupik,7855.279706328015,7706.493814463458,3692.318946619267,1279.7814671135918,7883.1902764401575,7946.660590060379,6388.234641344628,6972.3099709422495,8104.112450969102,7542.516135615991,7550.654432387187,4692.039351773314,8151.024427678651,8333.192027872194,7410.247669655577,7715.516059430101,6407.293456934277,1054.472286821915,5310.690413103819,7126.464900502489,6779.530624707251,7784.531001357828,7840.888012624679,7151.903459423438,6316.356692276838,8670.98439526163,3996.1884982252204,7037.340225598077,0.0,8111.825096498549,3732.9485913942144,6125.885785706216,7608.398799107109,3658.9527975900055,6959.220816728378,9270.653287571437,8324.317312362686,7922.212284170006,7717.128671429633,8101.234085458858,5706.602819570913,8174.796679192815,1937.1852665551423,4845.938619325032,4463.740662640019,9781.02651790581,7930.144781122962,6269.094657045006,5260.52903283907,4503.9120968170155,5051.4518128743,8468.81334525317,5810.871271071667,4956.1800598884865,5362.885153125792,5613.455647320427,6586.566651207525,7825.05086882476,7870.23316131509,6775.784597978544,6521.5434471267,10157.54753163386,6631.928981247552,6200.695568568921,4161.327607884614,5186.89856731235,6335.337097857144,6704.06187817585,3820.638479578481,3037.978986361058,7175.49056506591,6300.919863893746,6043.719916619265,7777.948957090953,8258.279219357195,9028.43430297512,7176.436827892966,8418.722184489328,7739.411745010398,6316.484255889779,2938.796659430915,5006.465400590747,5232.123150903894,7540.501305028282,7813.553589285341,5817.5819570163585,5289.8248057058145,5468.085763229695,5176.216178957216,5225.800960832965,8206.59004452036,8334.468501054425,6299.208785831585,9969.815993717355,6398.835687461759,9376.618592928244,8349.82529672121,6222.387268046508,7268.821939557956,7495.4892838384285,6093.333410965984,7391.842112914427,1648.7492671516366,4782.2089351129125,1843.7671318482373
Basque,3408.2607904765873,3275.9116140971705,9705.14175935629,9388.528458640923,3876.735984210914,4166.125577085982,4293.609965767289,2260.7661388296533,8311.179268076901,585.0087480926993,6331.384495078416,7436.021650830009,2037.1124829776188,312.7660088634194,1449.2217941521124,3733.264327695838,3674.536606519685,7551.841952379862,8837.900188646257,990.3188396902492,1689.5303371009954,3919.434966870781,3798.0932231277166,1331.0252572872753,2508.40868936492,2186.6808287330587,5533.197620541472,1081.4118837373696,8111.825096498549,0.0,6378.709160943441,2607.6065548089036,584.9156603476803,8956.152518862675,1198.9185457905908,3458.8123095944725,7154.1359055973135,1458.8306384619077,1690.5384991545284,3818.223053355581,2515.5395985531477,1132.3485832022416,8707.098287702127,10253.323078200821,4089.263187644451,7968.608732124892,3653.6122289099253,5505.911304766768,4730.017495073403,5738.509786581575,7625.634454593893,3787.2930197702453,4136.265807546203,9683.180425641893,4171.282010112483,3141.9949591460286,2346.5832048478883,3901.9646788789128,3988.4870317980035,2241.126823835442,2272.6954020248895,8318.886144953165,3382.4719188264366,3822.4259872594475,8722.045638222797,4481.926874963683,3626.0460918484,3568.0516185127285,5372.69511139492,8753.243828307277,1078.4145554725808,2021.576804706582,3001.784660746756,3644.543502125686,5987.886236611993,5231.474621169338,1765.609237881936,676.8436914637795,2035.5717060863246,3250.708362121381,7528.912813366782,5635.247247970749,3512.391212146664,1656.2042401063316,1311.1255376899703,2492.659621845822,3137.3990975042784,2903.236582419976,3347.1226718011612,3355.4969640992995,225.58928981126155,1750.1777724356798,2230.6338833320196,8416.03596074364,3855.12207659475,7967.472097465557,2849.9455693045666,4015.9649627172607,2392.374834200168,5546.972710299685,3061.897769463402,3637.461709048851,7380.437983844979,4921.364462242026,7658.957104222145
Evenki,4573.04919497245,4480.676500993825,3336.7785945565906,4492.433264874732,4452.966850747436,4437.82590157235,2952.2935696127465,4366.479376613309,4769.736781644298,5982.779986263622,3835.3901356889432,1553.7270499450362,5391.961971932637,6447.047823157182,5102.947457606856,4334.602377968988,3231.930316227152,2678.526654651566,2944.5948885138578,5626.80540363157,4692.311040772968,4345.210650968332,4434.93974400753,5068.324347118289,3905.2388879305377,5838.484722566345,852.4595020487008,5427.153622629194,3732.9485913942144,6378.709160943441,0.0,3780.9988015827976,5794.567675670309,2577.4544957399294,5630.160083223336,5990.950324042311,4688.470627110034,5461.839160425178,5182.555359112234,4682.974488410165,4957.209195889659,5841.46386049295,2837.7399435395,3936.646571334693,4896.39632951989,6201.143534568682,4564.905990896187,2552.6407052332056,1906.599809977892,867.3804187178401,1939.6032050998583,5058.474422918036,2585.0653506333856,3466.852066204858,2319.1200023762804,3236.8059642902786,4118.176228883542,4389.378098605292,4409.127566857023,4273.2643546564095,4149.832894582442,6616.995374159327,3537.2188818121936,3011.674992079509,2403.830583875723,2023.3411559861806,3204.982596212884,3505.444185317041,1099.941092616697,2438.9491173889896,5303.48120323593,4384.818294653344,3438.0026241500027,4421.88230087319,4525.371135181022,5346.363455819334,4780.128126765152,6965.478391122411,5032.0493098705,3399.281102856477,1269.7529335065328,1323.6538132611422,2872.628065210331,5069.972376473171,5450.368326666538,3962.887204562593,3320.9784652640997,3560.421271112901,3086.5151813298685,3056.6618685314857,6569.838509429688,5695.0852027614155,4148.094203255623,6466.1129676788905,3141.0158394224886,5826.352788670878,5248.313869618722,2934.106661634187,4492.668501188423,3771.218192137409,3411.5174191420865,4064.7977896836624,2095.9814574590982,1534.3233044981166,2034.3304698143613
Finnish,2284.766065863218,2085.451191319362,7116.449142052749,7329.286829843779,2611.9484499515174,2858.876932927729,2070.9962127636195,867.0069141549126,6382.450197472955,2275.7444161978433,4446.955646674181,4857.268782876477,2035.9712466159017,2666.1613436258244,1368.2839001662524,2394.3678238427356,1454.0539145957546,5341.345978111092,6292.438082194353,1990.0263025117863,918.7660818560933,2574.412132664165,2528.189628014406,1287.4323972203808,195.3600150538122,2558.751158307555,2944.4875319732746,1763.5693346740986,6125.885785706216,2607.6065548089036,3780.9988015827976,0.0,2028.2015957209644,6356.533856116983,2094.091990263321,3413.655400175918,5451.009863188331,1826.7105496094414,1597.2280985020425,2725.3387073237404,2224.5987380737947,2146.002209328837,6281.1021476746855,7648.283059572608,3461.371191507229,6690.208047186308,2495.921415009107,3226.430438759234,2163.7346688818034,3134.4422364872876,5078.119464950289,2969.008808025816,1662.54097162794,7090.683637675928,1585.084051885107,564.7622911783119,463.897798250884,2589.615581757887,2681.517569033123,652.4390508643673,405.46650061168015,7121.99520759025,1317.0082738458673,1491.8095438556238,6115.02044745486,1890.9069326822978,1359.929968388961,1543.9368286781048,2821.9298628433307,6187.650086025091,1547.7277196396676,761.549570169591,460.7339105369326,2378.4251098728914,4446.136407703289,4255.433499262817,1078.924296448123,3225.8834915909697,1625.1301443687398,947.3062286745981,4968.0953904731,3069.8394269769574,965.992773511721,1430.4860475545493,1755.9202674824137,704.1066085916882,865.6271421530668,768.2357422745595,949.6733539224788,904.8926684450423,2808.1524101703176,2209.986016088823,409.96249978509996,7126.321357249957,1633.5472981836065,6530.607885487799,2420.199996946249,1707.0208901771239,1223.8392257109142,3735.4481958648316,567.5259339302816,2092.3721393574997,5037.07373020555,2315.423057719454,5250.935206547222
French,3066.2354430204527,2912.4894743373834,9120.236486992459,8879.464721918093,3531.7627668882137,3824.76319408186,3789.1144454576333,1754.6586417740714,7910.595109430058,430.68438817178225,5921.075567060769,6870.449811446602,1795.8910763333479,729.3440848809046,978.1702587081469,3367.3994005909076,3158.4609736303914,7009.74550076135,8284.363588100605,617.6468337108794,1109.4494106959976,3560.7734066242015,3448.522930028738,769.1151119373374,1936.9285873790666,2078.804384482472,4948.542391874611,595.1403667262147,7608.398799107109,584.9156603476803,5794.567675670309,2028.2015957209644,0.0,8371.939062742902,892.090324348161,3358.433093344671,6793.347579280283,1173.3009623630971,1330.790043551378,3504.6645657770873,2145.9466554572464,994.5614355731668,8137.586015581476,9676.372215288084,3757.4526293562103,7714.307193189589,3318.8194471978395,5004.926759670467,4165.01650119623,5161.958072155672,7070.158994503938,3529.1987539017064,3587.2628412553045,9113.155810402624,3600.190416278328,2558.1797301840056,1791.6238205818806,3548.857696534367,3640.110073900236,1703.2921825161316,1706.1302649087331,8088.070953564976,2880.074041722105,3292.8256846581744,8143.095562718133,3909.9237564271293,3102.2396746645463,3078.16826721739,4788.24067268249,8168.938647681917,493.81707735971145,1440.334342442155,2432.535236375008,3288.188416808903,5645.23512557319,4993.08926732674,1261.8392090625555,1207.8251140302957,1683.7665201422037,2712.8514176304666,6944.62888002018,5072.058906585542,2927.4864885402117,1241.2231296654118,985.3718361334768,1917.226765375755,2558.114642764538,2325.8602042618595,2764.8783992810427,2771.7102430591485,779.9997838785403,1589.8521105280354,1646.8348655808077,8165.021723709826,3342.8313024767667,7676.857859878488,2611.730618948964,3492.8148774826986,1945.3197086817313,5140.687519524665,2498.393109159853,3229.17843106561,6819.092874181377,4343.494869634755,7089.95717617339
Nanai,6819.809880799447,6774.318914947245,796.1407049861576,3567.1071626958346,6578.407654211085,6471.961953865718,5224.041624303318,6902.003708542519,4754.178594464447,8552.700337092245,4980.242855262135,1963.895491477936,7849.812106369495,9021.428029646491,7662.823178097482,6519.113442866824,5650.943978480189,2958.8654692925434,1743.9872600448664,8187.616434370262,7269.461787449291,6470.815293245404,6586.7473890393385,7643.93072417809,6475.876520795036,8249.825365556015,3424.8190235897337,7993.811833013352,3658.9527975900055,8956.152518862675,2577.4544957399294,6356.533856116983,8371.939062742902,0.0,8173.043341389252,8135.225470721327,5373.300914478377,7991.383362023423,7706.117518719692,6800.57784562715,7363.425095412787,8382.663578345435,1746.8867894743519,1493.9075205606741,6902.349617548092,6592.144639491872,6743.937813577194,4361.627829915277,4361.1937768595735,3283.438028190861,2094.2318290406142,7152.496068991869,5034.324488135985,1334.4855176247718,4852.293138843349,5814.255472302972,6679.989598213595,6514.822399604862,6504.703564006802,6827.515284000683,6719.6790896124,6884.823052889486,5970.8686265350925,5441.811126600877,626.9881958381613,4544.475611283011,5646.913492782446,5890.717727986065,3616.2831874229464,621.7710613263829,7880.556309611214,6957.335974598726,6000.313806631858,6621.143119632424,5815.434380858994,6939.099501833316,7336.21828899965,9538.302917838097,7520.3605758361255,5904.130655134971,1538.7824161502126,3537.5721035357124,5447.781930962907,7608.470430723276,7996.104801533924,6523.801943902421,5875.785950841855,6116.016914751846,5646.769852865848,5623.4280785180945,9146.595457592848,8176.213831653513,6725.547382825782,6661.3784233457645,5523.534701591008,6170.261375919227,7565.5709565208335,5317.5556370997665,6984.587032052591,5327.922858227367,5964.859859778228,6318.683782839629,2540.07025380731,4071.033123445334,2141.7280613236403
Irish,3711.8994314211795,3535.9024056172475,8876.496352652473,8238.871061853892,4159.740644201921,4449.907169992366,4107.148183706265,2192.0689788028876,8379.012313885409,614.8436076828823,6399.366968369236,6877.846477418831,2588.0535751372877,1478.3868770584436,1607.7692143831764,3972.0309994413146,3467.099793324423,6465.537920481235,8336.833748636109,279.5907863043977,1324.093052292988,4169.693012790265,4072.816667567665,1221.363342543109,2086.2277365906284,2932.9594432733547,4779.4500419115275,442.52959462248407,6959.220816728378,1198.9185457905908,5630.160083223336,2094.091990263321,892.090324348161,8173.043341389252,0.0,4196.361911975453,7340.8786752981105,1974.5548260795392,2055.2453689109407,4171.790777761508,1316.6247470302637,1871.4765800683251,7705.300627678784,9566.34316063881,2902.001769939849,8389.436296048374,3965.658379851409,5299.364550408231,4231.164538241466,5117.542368564083,7129.637002139065,4253.651825144798,3756.2555138980824,9063.48789788065,3644.6283086835315,2505.7031870319624,2055.212080858756,4165.6364934117155,4260.7209468363235,2049.005100050926,1917.4830723939233,8784.960957379628,3242.248834737301,3550.80279302376,8030.140057437791,3936.4973382932235,3388.765016699081,3463.648728111887,4558.442521063203,7889.586577848236,861.9521590039134,1340.9822776380502,2552.6307448185557,3908.2568555527705,6234.714208040605,5712.510872502968,1772.788469935727,1480.9151562011907,2386.1451952451303,2970.4041270175967,6677.120036611846,5125.643648941701,2799.677943287102,1911.7017148544548,1777.1966056473073,1678.9867976206665,2309.9519287324006,2071.5187694009037,2547.048912121169,2585.956766366965,1254.4418367858805,2435.650989553473,1686.900545389679,8839.855186013125,3654.9129167324745,8310.237543868941,3376.1702390742835,3764.493722309412,2492.7680452263467,5639.647381058479,2650.408077107584,3774.0711642026113,6352.790992443515,4305.45843657792,6662.438634662141
Modern Hebrew,1435.4648583478042,1567.4144637107413,8916.94904567903,10333.206089058038,1563.8065190214572,1669.3972378683281,3038.7120928983886,2574.8521005927328,5425.351253731352,3773.996010860442,3702.0262515763256,6187.14305784865,1627.109833168204,3188.024675245426,2664.6175533354417,1657.978408752184,2874.685038247774,8330.424120303744,7160.615005586401,3920.414215900661,3244.950386959533,1672.6011715332772,1567.0538182716025,3081.990982272956,3223.5008158559363,1284.1239682457965,5407.719354491104,3777.799730086061,9270.653287571437,3458.8123095944725,5990.950324042311,3413.655400175918,3358.433093344671,8135.225470721327,4196.361911975453,0.0,4171.885576233459,2223.2297164701813,2193.960592718299,1337.3659885647485,5185.777983269675,2376.379758083868,8828.463598137898,8890.8549932114,6712.45774602764,4620.169790981642,1427.2727807547865,3778.3391223961366,4129.404339189303,5124.846310551462,6155.403991340926,984.177504657593,3500.7699500659546,8207.21550737859,3919.074229728496,3799.201784393754,2978.417158078189,1628.0635083900243,1631.4828930677406,2811.717290885996,3106.983758873731,4925.5153858600825,2638.726598125538,3088.8978064610374,7635.151600926745,4127.829329834586,2940.067550260114,2577.7697734744784,5500.358704796028,8268.31746789061,3368.253631872802,3676.404518398585,3327.9568988337073,1569.068041230192,3039.1525719321817,1958.5385077931203,2666.119594361874,3984.2446239117194,1936.0750411210574,2969.194483137829,7239.12662705017,4719.140012745553,4128.07441432313,2374.004636306911,2420.5822757896403,4002.0533771218215,4264.704759996473,4180.421899273948,4285.217524039418,4209.340131871738,3633.025912439569,1768.8093294547655,3450.1677249260965,5052.984845318722,2908.769587155896,4699.989215725045,993.5437368429747,3103.1922121759826,2193.690185232771,3033.133590468476,3251.2925764038246,1933.4527162056002,7873.8719466837765,4582.690974026363,7948.338004821133
Hindi,3745.996742559273,3885.3445546409894,5965.612973691892,8762.143427993455,3277.428867246487,2988.356218804141,3423.0301043032964,5148.883544566278,1254.6006484048837,7208.99107745797,1047.2511373326947,3686.7651745987228,5137.079407822556,6971.58978247605,5824.534324710978,3428.2697163679,4001.0971644024016,7289.229834571678,3782.340184811362,7132.6331438980915,6024.101715219519,3237.8373482223788,3356.6552182130604,6146.946775494826,5375.028503865361,5149.782240372493,4803.483836732019,6912.721913392529,8324.317312362686,7154.1359055973135,4688.470627110034,5451.009863188331,6793.347579280283,5373.300914478377,7340.8786752981105,4171.885576233459,0.0,5695.389364386075,5478.348455846405,3347.0145372792267,7660.533986093775,6043.176853461888,6848.144585910391,5425.497287768875,8578.113701239103,1526.3899875552968,3501.0442566180864,2547.666076708561,4015.0085931249423,4124.515813100546,3385.500292342973,3450.8366060639564,4021.3821296198516,4778.4461212488695,4418.450969503457,5340.648619195139,5324.965164510089,3253.4103621254976,3165.8681322189555,5300.6391706898185,5478.274118516447,1963.0096415740331,4151.2559258659285,4003.773587588915,4747.7399533649295,4305.941141557176,4100.097796348019,3922.50463579805,5133.303153115556,5821.016489525754,6523.404098308064,6163.70130511795,5027.090849022551,3512.4111734785915,1176.803678892099,2247.0379691811872,5589.6701654511735,7802.029639843016,5126.462249941686,4504.289566992645,5411.251149366767,3656.4158293804276,5339.647093122124,5552.182202300434,5851.229317234628,6125.550471182609,5854.115394018655,5969.9830603314385,5680.706570500345,5584.599022911019,7371.556311553703,5465.073903906079,5792.388701880195,1857.349757237601,3829.087173705035,1197.8938530611636,4363.520550768275,3799.928403216357,4870.341014489042,1717.560695027468,4906.4310916045215,3576.68112408845,6685.277168356655,4362.639922810489,6491.196517738979
Croatian,1949.443005223663,1819.4917302823562,8776.239160436347,9144.262111144535,2417.9613287389534,2707.7001591476997,2979.226155868896,1095.4435568419865,6856.385888802344,1603.2051948719652,4882.52330609029,6284.013707564127,623.2885895782936,1300.9368295552242,535.4025393374392,2276.156685988677,2411.200486576651,7165.70616215216,7607.88759199411,1700.519021573523,1196.2397504455657,2461.0613081881,2339.2788416973517,912.4665633978157,1650.578167977003,985.405460046274,4666.209864409677,1554.9980259830274,7922.212284170006,1458.8306384619077,5461.839160425178,1826.7105496094414,1173.3009623630971,7991.383362023423,1974.5548260795392,2223.2297164701813,5695.389364386075,0.0,289.61429741224737,2364.691128946715,3018.282215224582,410.4895744130405,8085.308677188187,9150.898389528815,4603.615331048807,6551.638975333165,2195.408808117434,4162.405772870462,3634.907684367425,4708.007741634945,6417.803009879607,2362.210110743854,2975.3387301729385,8531.159893793536,3146.0865344180365,2380.731267205891,1393.5151961241127,2443.226500496394,2529.6614472211727,1215.2358840186162,1421.437358734434,6919.584173458089,2094.197006049783,2596.389427025775,7661.866789910787,3450.0822445580916,2389.216158383744,2241.9638653623983,4595.929887183455,7899.992947872153,1150.4231723002636,1687.047530162644,2050.1062788092313,2186.2154865153143,4530.407726549164,3823.6711600407557,750.3132840403015,2116.0851029969654,588.7134168479184,2089.4219340816367,6700.582566278829,4502.206768667954,2783.5125004206097,400.9997172730067,197.42053176748246,2135.1506272290994,2633.40047596895,2456.629537484291,2764.333213051549,2728.523293568968,1677.715687753553,495.0147149304937,1624.383535965372,7001.703762570092,2573.8135230759226,6528.9374507988505,1438.8318082775138,2760.827312936849,1045.8656648009044,4098.097137823133,2058.235360944575,2199.129339178039,6861.469550675963,3931.9602429062747,7065.06564396135
Hungarian,1738.7420955811158,1593.0955430595636,8492.100538582152,8926.366109122318,2206.153510309378,2498.5800456703073,2693.8653328588134,820.3359265538616,6622.169784329467,1758.8880192243978,4640.87229256901,5994.400050046972,570.8051527158973,1560.982486228018,470.8383796001818,2050.5209953422045,2121.982491987681,6937.017669267215,7320.11838593041,1792.5430017012636,1086.2011051808324,2240.6375019904035,2124.327090058965,888.542330954122,1413.0630695240418,1045.9621960480029,4393.042565146179,1618.6904912604182,7717.128671429633,1690.5384991545284,5182.555359112234,1597.2280985020425,1330.790043551378,7706.117518719692,2055.2453689109407,2193.960592718299,5478.348455846405,289.61429741224737,0.0,2173.881974208598,2995.386061845832,698.4870917496877,7826.176553095699,8861.343877359042,4550.193222289097,6386.795599581597,1990.1138703196132,3882.160812611916,3347.902394660358,4422.700335723976,6128.892041897147,2210.7390077673504,2686.6097716318723,8241.651526334932,2864.808149223591,2139.5833168124755,1148.0185311609443,2226.2551420046784,2315.8775089766696,963.1211083865769,1196.458142309576,6765.795311567004,1805.5082410272394,2306.7752109167664,7373.274671183903,3167.2602908986164,2099.6053671981003,1956.3994500625902,4331.952685681341,7621.354924076124,1198.6615082980986,1560.7390770165082,1786.220284538682,1966.3727817577944,4321.773217529764,3675.2569426763334,553.397649840548,2359.6196270451837,353.6459125220563,1802.6276151096758,6425.7275614545415,4213.11668411669,2540.3617308260345,193.9308347813482,380.1765425202245,1976.274874980059,2429.8072251689546,2268.2683390834127,2544.4390801217905,2502.114828286908,1913.875861318594,620.8473080307697,1441.4360577236919,6837.750770645136,2285.459146045382,6346.077810895901,1321.2236833663083,2471.6610255646797,757.992477723399,3856.504556628836,1787.1911833078195,1947.5979220465251,6617.423094750101,3650.8477227017706,6811.744369591238
Armenian,466.8912109095907,660.4644042526133,7584.738456314938,9094.171211673254,230.1700982525026,393.2803240818438,1745.1735613666294,2075.754750781201,4545.04745365831,3932.144435363966,2630.8701923794997,4858.487251645005,1790.5575936227635,3625.779357960468,2574.9246858577785,391.50694482188493,1730.2933914620855,7118.225000351714,5892.7884149907995,3928.6273882410214,2941.162268148465,338.69378844652806,260.3745175275042,2950.7666749414075,2568.4550839699327,1845.8637709393204,4152.9091382730485,3729.4710984737203,8101.234085458858,3818.223053355581,4682.974488410165,2725.3387073237404,3504.6645657770873,6800.57784562715,4171.790777761508,1337.3659885647485,3347.0145372792267,2364.691128946715,2173.881974208598,0.0,4842.068058603362,2698.272438908386,7518.692555738017,7604.259261836709,6186.31934081173,4221.907176316612,229.52403311224967,2451.5037116667418,2866.6279684912524,3815.626490245846,4843.988181515393,376.3479659364701,2291.340537295083,6925.820314422031,2752.861392941677,2942.1188271585615,2396.3145712580326,294.1866792534394,297.0926547838684,2290.618817315288,2553.863479023246,4613.190254482935,1587.956412527581,1918.7432371626526,6309.157518619208,2914.3834344974252,1818.9747733564493,1446.4850667555381,4285.466567144219,6931.996586608941,3314.0965519844926,3241.1680930434695,2476.1383594945123,359.45938933126234,2173.503037840424,1566.6393201028036,2407.7944631423643,4457.49025766317,1821.119366400182,1992.9425992195386,5918.473477508799,3393.252453044077,3187.5193581744225,2279.5507485159446,2532.70831313733,3413.489607799226,3473.798376663235,3461.5216174818033,3424.1717352196574,3333.715920739743,4032.170009652481,2119.6499562224617,2917.951939477331,4672.927965022595,1709.1332083445702,4172.195849984847,1033.8464773811363,1879.1173281003698,1709.667377202669,1874.9713417949672,2370.0296977967546,731.2373535828143,6628.065369853046,3336.528600945438,6671.997159370413
Icelandic,4378.242897114333,4181.761153390968,7995.629780171131,6984.292072836457,4766.905273141532,5034.322906888089,4245.586405179116,2770.2184045183844,8525.085147330854,1931.2070658898356,6639.968530681719,6383.941748025262,3565.9884993985456,2791.2663934530624,2527.4988303175146,4555.075479537354,3661.0111340244634,5308.229852545947,7850.222650519372,1549.117577404432,1954.5406052628682,4745.665664414729,4679.860101430601,2114.698811945955,2331.255139004932,4002.590739945437,4149.31979822667,1561.379472762228,5706.602819570913,2515.5395985531477,4957.209195889659,2224.5987380737947,2145.9466554572464,7363.425095412787,1316.6247470302637,5185.777983269675,7660.533986093775,3018.282215224582,2995.386061845832,4842.068058603362,0.0,3038.062833987565,6640.317466490217,8828.575808824973,1614.9456262846827,8913.154709200619,4615.985008005133,5309.9433570636,3986.193128905422,4641.8003991981,6698.295551421062,5017.1606972280215,3712.363355180452,8416.484943809573,3431.3762266692547,2348.5590746331786,2455.6128021853633,4754.435216067955,4849.470011709585,2551.4504646662676,2295.7952687869356,9342.517670613663,3541.5150660767854,3661.1756352143043,7332.701662127208,3663.1692930243153,3560.8842308730127,3768.514960944308,3857.9525191528624,6990.826195247359,1893.4305755954654,1600.9536126771682,2633.8860153125283,4520.13609943476,6670.696498743182,6405.849418495573,2534.045483081046,2718.834894728044,3257.482455967134,3162.8702305974525,5827.019081675709,4790.573358310811,2462.2645238546584,2812.117263734632,2831.151551835086,1535.5783223978399,1901.228381256785,1729.964770142268,2124.6817591499116,2205.1099589005744,2560.165964168893,3512.0670913807153,1938.5305200840035,9350.48433400446,3831.452521300368,8754.369923723229,4256.781316820202,3869.798729458221,3151.4019220222935,5950.8431105547625,2754.9769507383626,4281.153236267598,5278.113276943363,3901.0118604748645,5623.489510489958
