,N of colex,Recall,Model
1230,200,0.09981167608286252,Subfamily+Prob
1231,200,0.13224821973550355,Subfamily+Prob
1232,200,0.13664596273291926,Subfamily+Prob
1233,200,0.1323671497584541,Subfamily+Prob
1234,200,0.13185755534167468,Subfamily+Prob
1235,200,0.12475442043222004,Subfamily+Prob
1236,200,0.13307240704500978,Subfamily+Prob
1237,200,0.11372549019607843,Subfamily+Prob
1238,200,0.12015888778550149,Subfamily+Prob
1239,200,0.14047151277013753,Subfamily+Prob
1240,200,0.11545988258317025,Subfamily+Prob
1241,200,0.15399422521655437,Subfamily+Prob
1242,200,0.13073852295409183,Subfamily+Prob
1243,200,0.10773751224289912,Subfamily+Prob
1244,200,0.11488511488511488,Subfamily+Prob
1245,200,0.12386706948640483,Subfamily+Prob
1246,200,0.12178217821782178,Subfamily+Prob
1247,200,0.12112403100775193,Subfamily+Prob
1248,200,0.09463414634146342,Subfamily+Prob
1249,200,0.14146341463414633,Subfamily+Prob
1250,200,0.6367924528301887,NPM+Family+Subfamily
1251,200,0.5763688760806917,NPM+Family+Subfamily
1252,200,0.6332007952286283,NPM+Family+Subfamily
1253,200,0.6214355948869223,NPM+Family+Subfamily
1254,200,0.6399583766909469,NPM+Family+Subfamily
1255,200,0.6302186878727635,NPM+Family+Subfamily
1256,200,0.6067527308838133,NPM+Family+Subfamily
1257,200,0.5978886756238004,NPM+Family+Subfamily
1258,200,0.645895153313551,NPM+Family+Subfamily
1259,200,0.5799803729146222,NPM+Family+Subfamily
1260,200,0.6095143706640238,NPM+Family+Subfamily
1261,200,0.6220633299284984,NPM+Family+Subfamily
1262,200,0.6039325842696629,NPM+Family+Subfamily
1263,200,0.6277013752455796,NPM+Family+Subfamily
1264,200,0.6201780415430267,NPM+Family+Subfamily
1265,200,0.6064030131826742,NPM+Family+Subfamily
1266,200,0.558766859344894,NPM+Family+Subfamily
1267,200,0.621676891615542,NPM+Family+Subfamily
1268,200,0.6137254901960785,NPM+Family+Subfamily
1269,200,0.6119554204660588,NPM+Family+Subfamily
1270,200,0.6152241918665277,NPM+Family+Subfamily
1271,200,0.6364485981308411,NPM+Family+Subfamily
1272,200,0.6210629921259843,NPM+Family+Subfamily
1273,200,0.616519174041298,NPM+Family+Subfamily
1274,200,0.6265884652981427,NPM+Family+Subfamily
1275,200,0.5967432950191571,NPM+Family+Subfamily
1276,200,0.6261127596439169,NPM+Family+Subfamily
1277,200,0.5941747572815534,NPM+Family+Subfamily
1278,200,0.6594871794871795,NPM+Family+Subfamily
1279,200,0.6273170731707317,NPM+Family+Subfamily
1280,200,0.6465346534653466,NPM+Family+Subfamily
1281,200,0.5862745098039216,NPM+Family+Subfamily
1282,200,0.591123701605288,NPM+Family+Subfamily
1283,200,0.6176762661370407,NPM+Family+Subfamily
1284,200,0.6208291203235592,NPM+Family+Subfamily
1285,200,0.6354581673306773,NPM+Family+Subfamily
1286,200,0.5866408518877058,NPM+Family+Subfamily
1287,200,0.6112759643916914,NPM+Family+Subfamily
1288,200,0.624390243902439,NPM+Family+Subfamily
1289,200,0.5938735177865613,NPM+Family+Subfamily
1290,200,0.5823863636363636,NPM+Family+Subfamily
1291,200,0.6246215943491423,NPM+Family+Subfamily
1292,200,0.6256410256410256,NPM+Family+Subfamily
1293,200,0.6109452736318408,NPM+Family+Subfamily
1294,200,0.6540642722117203,NPM+Family+Subfamily
1295,200,0.6306141154903758,NPM+Family+Subfamily
1296,200,0.6327387198321092,NPM+Family+Subfamily
1297,200,0.6089494163424124,NPM+Family+Subfamily
1298,200,0.6143001007049346,NPM+Family+Subfamily
1299,200,0.615686274509804,NPM+Family+Subfamily
1300,200,0.5697896749521989,NPM+Family+Prob
1301,200,0.563872255489022,NPM+Family+Prob
1302,200,0.5629405840886204,NPM+Family+Prob
1303,200,0.5753012048192772,NPM+Family+Prob
1304,200,0.5458015267175572,NPM+Family+Prob
1305,200,0.5730337078651685,NPM+Family+Prob
1306,200,0.5541338582677166,NPM+Family+Prob
1307,200,0.5470763131813677,NPM+Family+Prob
1308,200,0.5938430983118173,NPM+Family+Prob
1309,200,0.5472081218274112,NPM+Family+Prob
1310,200,0.5590551181102362,NPM+Family+Prob
1311,200,0.5734549138804458,NPM+Family+Prob
1312,200,0.5817120622568094,NPM+Family+Prob
1313,200,0.5452830188679245,NPM+Family+Prob
1314,200,0.5764587525150905,NPM+Family+Prob
1315,200,0.553742802303263,NPM+Family+Prob
1316,200,0.5424390243902439,NPM+Family+Prob
1317,200,0.5828282828282828,NPM+Family+Prob
1318,200,0.5701754385964912,NPM+Family+Prob
1319,200,0.562874251497006,NPM+Family+Prob
1320,200,0.5701754385964912,NPM+Family+Prob
1321,200,0.5647058823529412,NPM+Family+Prob
1322,200,0.5793731041456016,NPM+Family+Prob
1323,200,0.5580708661417323,NPM+Family+Prob
1324,200,0.5618955512572534,NPM+Family+Prob
1325,200,0.5687438180019783,NPM+Family+Prob
1326,200,0.5975733063700708,NPM+Family+Prob
1327,200,0.5625625625625625,NPM+Family+Prob
1328,200,0.5445920303605313,NPM+Family+Prob
1329,200,0.563953488372093,NPM+Family+Prob
1330,200,0.5312199807877042,NPM+Family+Prob
1331,200,0.548828125,NPM+Family+Prob
1332,200,0.5712881022615536,NPM+Family+Prob
1333,200,0.5835777126099707,NPM+Family+Prob
1334,200,0.5816326530612245,NPM+Family+Prob
1335,200,0.5552407932011332,NPM+Family+Prob
1336,200,0.5740365111561866,NPM+Family+Prob
1337,200,0.5654345654345654,NPM+Family+Prob
1338,200,0.5752212389380531,NPM+Family+Prob
1339,200,0.5616438356164384,NPM+Family+Prob
1340,200,0.571830985915493,NPM+Family+Prob
1341,200,0.5718685831622177,NPM+Family+Prob
1342,200,0.5690168818272096,NPM+Family+Prob
1343,200,0.5779543197616683,NPM+Family+Prob
1344,200,0.5436046511627907,NPM+Family+Prob
1345,200,0.5571002979145978,NPM+Family+Prob
1346,200,0.5903257650542941,NPM+Family+Prob
1347,200,0.5675934803451582,NPM+Family+Prob
1348,200,0.5844155844155844,NPM+Family+Prob
1349,200,0.5328109696376102,NPM+Family+Prob
1350,200,0.5721153846153846,NPM+Subfamily+Prob
1351,200,0.5789990186457311,NPM+Subfamily+Prob
1352,200,0.5879396984924623,NPM+Subfamily+Prob
1353,200,0.5517578125,NPM+Subfamily+Prob
1354,200,0.6236345580933466,NPM+Subfamily+Prob
1355,200,0.52868068833652,NPM+Subfamily+Prob
1356,200,0.564625850340136,NPM+Subfamily+Prob
1357,200,0.5925176946410515,NPM+Subfamily+Prob
1358,200,0.569838056680162,NPM+Subfamily+Prob
1359,200,0.601161665053243,NPM+Subfamily+Prob
1360,200,0.5855263157894737,NPM+Subfamily+Prob
1361,200,0.5871097683786506,NPM+Subfamily+Prob
1362,200,0.5692307692307692,NPM+Subfamily+Prob
1363,200,0.569377990430622,NPM+Subfamily+Prob
1364,200,0.6091269841269841,NPM+Subfamily+Prob
1365,200,0.5501930501930502,NPM+Subfamily+Prob
1366,200,0.5828282828282828,NPM+Subfamily+Prob
1367,200,0.5941747572815534,NPM+Subfamily+Prob
1368,200,0.5561224489795918,NPM+Subfamily+Prob
1369,200,0.5662535748331744,NPM+Subfamily+Prob
1370,200,0.5391566265060241,NPM+Subfamily+Prob
1371,200,0.6058467741935484,NPM+Subfamily+Prob
1372,200,0.5967596759675967,NPM+Subfamily+Prob
1373,200,0.5806122448979592,NPM+Subfamily+Prob
1374,200,0.5497017892644135,NPM+Subfamily+Prob
1375,200,0.5636722606120435,NPM+Subfamily+Prob
1376,200,0.5949720670391061,NPM+Subfamily+Prob
1377,200,0.552870090634441,NPM+Subfamily+Prob
1378,200,0.6050251256281407,NPM+Subfamily+Prob
1379,200,0.5772277227722772,NPM+Subfamily+Prob
1380,200,0.5710116731517509,NPM+Subfamily+Prob
1381,200,0.5967588179218303,NPM+Subfamily+Prob
1382,200,0.5623188405797102,NPM+Subfamily+Prob
1383,200,0.5783730158730159,NPM+Subfamily+Prob
1384,200,0.5792746113989637,NPM+Subfamily+Prob
1385,200,0.554520037278658,NPM+Subfamily+Prob
1386,200,0.5748502994011976,NPM+Subfamily+Prob
1387,200,0.5746785361028685,NPM+Subfamily+Prob
1388,200,0.6005830903790087,NPM+Subfamily+Prob
1389,200,0.5938144329896907,NPM+Subfamily+Prob
1390,200,0.5700483091787439,NPM+Subfamily+Prob
1391,200,0.5642292490118577,NPM+Subfamily+Prob
1392,200,0.5430597771023303,NPM+Subfamily+Prob
1393,200,0.567193675889328,NPM+Subfamily+Prob
1394,200,0.6121270452358036,NPM+Subfamily+Prob
1395,200,0.5420560747663551,NPM+Subfamily+Prob
1396,200,0.5499485066941298,NPM+Subfamily+Prob
1397,200,0.5496558505408063,NPM+Subfamily+Prob
1398,200,0.6144578313253012,NPM+Subfamily+Prob
1399,200,0.635305528612997,NPM+Subfamily+Prob
1400,200,0.13705103969754254,Family+Subfamily+Prob
1401,200,0.14158415841584157,Family+Subfamily+Prob
1402,200,0.1122345803842265,Family+Subfamily+Prob
1403,200,0.12192723697148476,Family+Subfamily+Prob
1404,200,0.11275964391691394,Family+Subfamily+Prob
1405,200,0.1354062186559679,Family+Subfamily+Prob
1406,200,0.1461693548387097,Family+Subfamily+Prob
1407,200,0.1241446725317693,Family+Subfamily+Prob
1408,200,0.1355275895450145,Family+Subfamily+Prob
1409,200,0.13076923076923078,Family+Subfamily+Prob
1410,200,0.1355421686746988,Family+Subfamily+Prob
1411,200,0.13391136801541426,Family+Subfamily+Prob
1412,200,0.142570281124498,Family+Subfamily+Prob
1413,200,0.1319796954314721,Family+Subfamily+Prob
1414,200,0.11962616822429907,Family+Subfamily+Prob
1415,200,0.1228600201409869,Family+Subfamily+Prob
1416,200,0.13122605363984674,Family+Subfamily+Prob
1417,200,0.11634615384615385,Family+Subfamily+Prob
1418,200,0.12351778656126482,Family+Subfamily+Prob
1419,200,0.14156626506024098,Family+Subfamily+Prob
1420,200,0.13378248315688163,Family+Subfamily+Prob
1421,200,0.141747572815534,Family+Subfamily+Prob
1422,200,0.12094395280235988,Family+Subfamily+Prob
1423,200,0.14428857715430862,Family+Subfamily+Prob
1424,200,0.11988011988011989,Family+Subfamily+Prob
1425,200,0.1442986881937437,Family+Subfamily+Prob
1426,200,0.141747572815534,Family+Subfamily+Prob
1427,200,0.15079365079365079,Family+Subfamily+Prob
1428,200,0.12103746397694524,Family+Subfamily+Prob
1429,200,0.14088669950738916,Family+Subfamily+Prob
1430,200,0.14038657171922686,Family+Subfamily+Prob
1431,200,0.11188118811881188,Family+Subfamily+Prob
1432,200,0.1402321083172147,Family+Subfamily+Prob
1433,200,0.11218568665377177,Family+Subfamily+Prob
1434,200,0.1455078125,Family+Subfamily+Prob
1435,200,0.12287334593572778,Family+Subfamily+Prob
1436,200,0.12687312687312688,Family+Subfamily+Prob
1437,200,0.11436950146627566,Family+Subfamily+Prob
1438,200,0.16600790513833993,Family+Subfamily+Prob
1439,200,0.12714429868819374,Family+Subfamily+Prob
1440,200,0.1172901921132457,Family+Subfamily+Prob
1441,200,0.1326530612244898,Family+Subfamily+Prob
1442,200,0.13739763421292084,Family+Subfamily+Prob
1443,200,0.1237721021611002,Family+Subfamily+Prob
1444,200,0.12712712712712712,Family+Subfamily+Prob
1445,200,0.14482758620689656,Family+Subfamily+Prob
1446,200,0.12055335968379446,Family+Subfamily+Prob
1447,200,0.15354713313896987,Family+Subfamily+Prob
1448,200,0.129,Family+Subfamily+Prob
1449,200,0.13022351797862003,Family+Subfamily+Prob
1450,200,0.5658682634730539,NPM+Family+Subfamily+Prob
1451,200,0.5927021696252466,NPM+Family+Subfamily+Prob
1452,200,0.5904954499494439,NPM+Family+Subfamily+Prob
1453,200,0.5807984790874525,NPM+Family+Subfamily+Prob
1454,200,0.5953307392996109,NPM+Family+Subfamily+Prob
1455,200,0.5957011258955988,NPM+Family+Subfamily+Prob
1456,200,0.5854823304680038,NPM+Family+Subfamily+Prob
1457,200,0.5559808612440191,NPM+Family+Subfamily+Prob
1458,200,0.5834146341463414,NPM+Family+Subfamily+Prob
1459,200,0.6266397578203835,NPM+Family+Subfamily+Prob
1460,200,0.5773092369477911,NPM+Family+Subfamily+Prob
1461,200,0.5905587668593449,NPM+Family+Subfamily+Prob
1462,200,0.5633528265107213,NPM+Family+Subfamily+Prob
1463,200,0.6017441860465116,NPM+Family+Subfamily+Prob
1464,200,0.608257804632427,NPM+Family+Subfamily+Prob
1465,200,0.5780632411067194,NPM+Family+Subfamily+Prob
1466,200,0.598,NPM+Family+Subfamily+Prob
1467,200,0.5831702544031311,NPM+Family+Subfamily+Prob
1468,200,0.592292089249493,NPM+Family+Subfamily+Prob
1469,200,0.5746478873239437,NPM+Family+Subfamily+Prob
1470,200,0.5794032723772858,NPM+Family+Subfamily+Prob
1471,200,0.5700389105058365,NPM+Family+Subfamily+Prob
1472,200,0.6301229508196722,NPM+Family+Subfamily+Prob
1473,200,0.5718503937007874,NPM+Family+Subfamily+Prob
1474,200,0.6081871345029239,NPM+Family+Subfamily+Prob
1475,200,0.6242603550295858,NPM+Family+Subfamily+Prob
1476,200,0.5581171950048031,NPM+Family+Subfamily+Prob
1477,200,0.591937069813176,NPM+Family+Subfamily+Prob
1478,200,0.5718562874251497,NPM+Family+Subfamily+Prob
1479,200,0.5895153313550939,NPM+Family+Subfamily+Prob
1480,200,0.5844027640671273,NPM+Family+Subfamily+Prob
1481,200,0.5772994129158513,NPM+Family+Subfamily+Prob
1482,200,0.6031904287138584,NPM+Family+Subfamily+Prob
1483,200,0.5631733594515181,NPM+Family+Subfamily+Prob
1484,200,0.5536062378167641,NPM+Family+Subfamily+Prob
1485,200,0.5739130434782609,NPM+Family+Subfamily+Prob
1486,200,0.5868263473053892,NPM+Family+Subfamily+Prob
1487,200,0.6072449952335558,NPM+Family+Subfamily+Prob
1488,200,0.6003917727717923,NPM+Family+Subfamily+Prob
1489,200,0.5838445807770961,NPM+Family+Subfamily+Prob
1490,200,0.6226226226226226,NPM+Family+Subfamily+Prob
1491,200,0.5785984848484849,NPM+Family+Subfamily+Prob
1492,200,0.6032818532818532,NPM+Family+Subfamily+Prob
1493,200,0.5475475475475475,NPM+Family+Subfamily+Prob
1494,200,0.5859296482412061,NPM+Family+Subfamily+Prob
1495,200,0.558027079303675,NPM+Family+Subfamily+Prob
1496,200,0.5634517766497462,NPM+Family+Subfamily+Prob
1497,200,0.5961342828077314,NPM+Family+Subfamily+Prob
1498,200,0.6101851851851852,NPM+Family+Subfamily+Prob
1499,200,0.5882352941176471,NPM+Family+Subfamily+Prob
1500,300,0.43876723438767234,NPM
1501,300,0.4572127139364303,NPM
1502,300,0.43912678421494544,NPM
1503,300,0.4661087866108787,NPM
1504,300,0.44607843137254904,NPM
1505,300,0.4466882067851373,NPM
1506,300,0.4473257698541329,NPM
1507,300,0.4553049289891395,NPM
1508,300,0.47244732576985415,NPM
1509,300,0.43273350471293914,NPM
1510,300,0.4288079470198676,NPM
1511,300,0.43427620632279534,NPM
1512,300,0.4379139072847682,NPM
1513,300,0.4777327935222672,NPM
1514,300,0.47658175842235007,NPM
1515,300,0.42179700499168055,NPM
1516,300,0.46817082997582593,NPM
1517,300,0.45303408146300916,NPM
1518,300,0.46102819237147596,NPM
1519,300,0.45320197044334976,NPM
1520,300,0.4574468085106383,NPM
1521,300,0.45012366034624895,NPM
1522,300,0.46011281224818695,NPM
1523,300,0.46787479406919275,NPM
1524,300,0.4347457627118644,NPM
1525,300,0.43844856661045534,NPM
1526,300,0.47523089840470195,NPM
1527,300,0.46210873146622733,NPM
1528,300,0.4578989574979952,NPM
1529,300,0.42694805194805197,NPM
1530,300,0.4562289562289562,NPM
1531,300,0.45864045864045866,NPM
1532,300,0.43312101910828027,NPM
1533,300,0.4477739726027397,NPM
1534,300,0.44785772029102666,NPM
1535,300,0.45298446443172524,NPM
1536,300,0.445,NPM
1537,300,0.42644628099173554,NPM
1538,300,0.482258064516129,NPM
1539,300,0.45363408521303256,NPM
1540,300,0.44966442953020136,NPM
1541,300,0.44164567590260284,NPM
1542,300,0.44682539682539685,NPM
1543,300,0.45840407470288624,NPM
1544,300,0.45156124899919936,NPM
1545,300,0.46938775510204084,NPM
1546,300,0.45298446443172524,NPM
1547,300,0.4478330658105939,NPM
1548,300,0.45147679324894513,NPM
1549,300,0.4290512174643157,NPM
1550,300,0.0,Family
1551,300,0.0,Family
1552,300,0.0,Family
1553,300,0.0,Family
1554,300,0.0,Family
1555,300,0.0,Family
1556,300,0.0,Family
1557,300,0.0,Family
1558,300,0.0,Family
1559,300,0.0,Family
1560,300,0.0,Family
1561,300,0.0,Family
1562,300,0.0,Family
1563,300,0.0,Family
1564,300,0.0,Family
1565,300,0.0,Family
1566,300,0.0,Family
1567,300,0.0,Family
1568,300,0.0,Family
1569,300,0.0,Family
1570,300,0.0,Family
1571,300,0.0,Family
1572,300,0.0,Family
1573,300,0.0,Family
1574,300,0.0,Family
1575,300,0.0,Family
1576,300,0.0,Family
1577,300,0.0,Family
1578,300,0.0,Family
1579,300,0.0,Family
1580,300,0.0,Family
1581,300,0.0,Family
1582,300,0.0,Family
1583,300,0.0,Family
1584,300,0.0,Family
1585,300,0.0,Family
1586,300,0.0,Family
1587,300,0.0,Family
1588,300,0.0,Family
1589,300,0.0,Family
1590,300,0.0,Family
1591,300,0.0,Family
1592,300,0.0,Family
1593,300,0.0,Family
1594,300,0.0,Family
1595,300,0.0,Family
1596,300,0.0,Family
1597,300,0.0,Family
1598,300,0.0,Family
1599,300,0.0,Family
1600,300,0.0,Subfamily
1601,300,0.0,Subfamily
1602,300,0.0,Subfamily
1603,300,0.0,Subfamily
1604,300,0.0,Subfamily
1605,300,0.0,Subfamily
1606,300,0.0,Subfamily
1607,300,0.0,Subfamily
1608,300,0.0,Subfamily
1609,300,0.0,Subfamily
1610,300,0.0,Subfamily
1611,300,0.0,Subfamily
1612,300,0.0,Subfamily
1613,300,0.0,Subfamily
1614,300,0.0,Subfamily
1615,300,0.0,Subfamily
1616,300,0.0,Subfamily
1617,300,0.0,Subfamily
1618,300,0.0,Subfamily
1619,300,0.0,Subfamily
1620,300,0.0,Subfamily
1621,300,0.0,Subfamily
1622,300,0.0,Subfamily
1623,300,0.0,Subfamily
1624,300,0.0,Subfamily
1625,300,0.0,Subfamily
1626,300,0.0,Subfamily
1627,300,0.0,Subfamily
1628,300,0.0,Subfamily
1629,300,0.0,Subfamily
1630,300,0.0,Subfamily
1631,300,0.0,Subfamily
1632,300,0.0,Subfamily
1633,300,0.0,Subfamily
1634,300,0.0,Subfamily
1635,300,0.0,Subfamily
1636,300,0.0,Subfamily
1637,300,0.0,Subfamily
1638,300,0.0,Subfamily
1639,300,0.0,Subfamily
1640,300,0.0,Subfamily
1641,300,0.0,Subfamily
1642,300,0.0,Subfamily
1643,300,0.0,Subfamily
1644,300,0.0,Subfamily
1645,300,0.0,Subfamily
1646,300,0.0,Subfamily
1647,300,0.0,Subfamily
1648,300,0.0,Subfamily
1649,300,0.0,Subfamily
1650,300,0.07373653686826843,Prob
1651,300,0.0679304897314376,Prob
1652,300,0.09200343938091143,Prob
1653,300,0.05640612409347301,Prob
1654,300,0.051969823973176864,Prob
1655,300,0.05578684429641965,Prob
1656,300,0.06793703396851698,Prob
1657,300,0.07766212970376302,Prob
1658,300,0.06270096463022508,Prob
1659,300,0.08297690333618478,Prob
1660,300,0.044715447154471545,Prob
1661,300,0.07125700560448359,Prob
1662,300,0.07659574468085106,Prob
1663,300,0.07879772542648253,Prob
1664,300,0.09535864978902954,Prob
1665,300,0.052125100240577385,Prob
1666,300,0.07449392712550608,Prob
1667,300,0.08717518860016764,Prob
1668,300,0.06756756756756757,Prob
1669,300,0.054500412881915775,Prob
1670,300,0.07780507780507781,Prob
1671,300,0.09,Prob
1672,300,0.062096774193548386,Prob
1673,300,0.06,Prob
1674,300,0.06865177832919768,Prob
1675,300,0.04410517387616624,Prob
1676,300,0.06229508196721312,Prob
1677,300,0.05660377358490566,Prob
1678,300,0.09390048154093097,Prob
1679,300,0.08623548922056384,Prob
1680,300,0.07394957983193277,Prob
1681,300,0.08380338436744561,Prob
1682,300,0.0625,Prob
1683,300,0.08877721943048576,Prob
1684,300,0.06347897774113767,Prob
1685,300,0.09168081494057725,Prob
1686,300,0.06721991701244813,Prob
1687,300,0.06433677521842732,Prob
1688,300,0.07183673469387755,Prob
1689,300,0.07315045719035744,Prob
1690,300,0.054142739950779326,Prob
1691,300,0.06134453781512605,Prob
1692,300,0.04838709677419355,Prob
1693,300,0.07160292921074043,Prob
1694,300,0.061241610738255035,Prob
1695,300,0.051916932907348244,Prob
1696,300,0.08919382504288165,Prob
1697,300,0.05892116182572614,Prob
1698,300,0.07050243111831442,Prob
1699,300,0.07007419620774938,Prob
1700,300,0.5481239804241436,NPM+Family
1701,300,0.5578011317704122,NPM+Family
1702,300,0.5492359932088285,NPM+Family
1703,300,0.535234899328859,NPM+Family
1704,300,0.5408245755860954,NPM+Family
1705,300,0.5663140764849471,NPM+Family
1706,300,0.5262295081967213,NPM+Family
1707,300,0.5291181364392679,NPM+Family
1708,300,0.5574712643678161,NPM+Family
1709,300,0.5445462114904246,NPM+Family
1710,300,0.5506072874493927,NPM+Family
1711,300,0.5692307692307692,NPM+Family
1712,300,0.5254803675856308,NPM+Family
1713,300,0.5289735099337748,NPM+Family
1714,300,0.5623430962343097,NPM+Family
1715,300,0.5459183673469388,NPM+Family
1716,300,0.5480314960629922,NPM+Family
1717,300,0.5246166263115416,NPM+Family
1718,300,0.5535269709543569,NPM+Family
1719,300,0.5567796610169492,NPM+Family
1720,300,0.5262295081967213,NPM+Family
1721,300,0.5752136752136752,NPM+Family
1722,300,0.5658105939004815,NPM+Family
1723,300,0.5257142857142857,NPM+Family
1724,300,0.5508684863523573,NPM+Family
1725,300,0.5358931552587646,NPM+Family
1726,300,0.5166931637519873,NPM+Family
1727,300,0.5182778229082047,NPM+Family
1728,300,0.565989847715736,NPM+Family
1729,300,0.5453788509575354,NPM+Family
1730,300,0.5426781519185592,NPM+Family
1731,300,0.5580828594638505,NPM+Family
1732,300,0.5653939886271324,NPM+Family
1733,300,0.5134907251264755,NPM+Family
1734,300,0.5266375545851528,NPM+Family
1735,300,0.5530492898913951,NPM+Family
1736,300,0.5204819277108433,NPM+Family
1737,300,0.5389072847682119,NPM+Family
1738,300,0.5487094088259784,NPM+Family
1739,300,0.5619360131255127,NPM+Family
1740,300,0.5495495495495496,NPM+Family
1741,300,0.5696821515892421,NPM+Family
1742,300,0.5526090675791274,NPM+Family
1743,300,0.529657477025898,NPM+Family
1744,300,0.5429936305732485,NPM+Family
1745,300,0.5528317836010144,NPM+Family
1746,300,0.5397350993377483,NPM+Family
1747,300,0.5783738474434199,NPM+Family
1748,300,0.5629032258064516,NPM+Family
1749,300,0.5176565008025682,NPM+Family
1750,300,0.5577235772357724,NPM+Subfamily
1751,300,0.5301403798513625,NPM+Subfamily
1752,300,0.5716680637049455,NPM+Subfamily
1753,300,0.5709459459459459,NPM+Subfamily
1754,300,0.560702875399361,NPM+Subfamily
1755,300,0.595606183889341,NPM+Subfamily
1756,300,0.5660847880299252,NPM+Subfamily
1757,300,0.5669679539852095,NPM+Subfamily
1758,300,0.541871921182266,NPM+Subfamily
1759,300,0.5752285951787198,NPM+Subfamily
1760,300,0.5730706075533661,NPM+Subfamily
1761,300,0.5501700680272109,NPM+Subfamily
1762,300,0.5819805194805194,NPM+Subfamily
1763,300,0.545308740978348,NPM+Subfamily
1764,300,0.5831244778613199,NPM+Subfamily
1765,300,0.5606060606060606,NPM+Subfamily
1766,300,0.5432203389830509,NPM+Subfamily
1767,300,0.5475806451612903,NPM+Subfamily
1768,300,0.5491470349309504,NPM+Subfamily
1769,300,0.5597075548334687,NPM+Subfamily
1770,300,0.5748502994011976,NPM+Subfamily
1771,300,0.5349417637271214,NPM+Subfamily
1772,300,0.5375,NPM+Subfamily
1773,300,0.6021069692058347,NPM+Subfamily
1774,300,0.5557312252964427,NPM+Subfamily
1775,300,0.5638801261829653,NPM+Subfamily
1776,300,0.5816326530612245,NPM+Subfamily
1777,300,0.5786802030456852,NPM+Subfamily
1778,300,0.5785123966942148,NPM+Subfamily
1779,300,0.553484602917342,NPM+Subfamily
1780,300,0.5581395348837209,NPM+Subfamily
1781,300,0.5569409808811305,NPM+Subfamily
1782,300,0.565359477124183,NPM+Subfamily
1783,300,0.5532617671345995,NPM+Subfamily
1784,300,0.5738396624472574,NPM+Subfamily
1785,300,0.5825,NPM+Subfamily
1786,300,0.5494770716009654,NPM+Subfamily
1787,300,0.571076417419885,NPM+Subfamily
1788,300,0.6004962779156328,NPM+Subfamily
1789,300,0.5512073272273106,NPM+Subfamily
1790,300,0.5802469135802469,NPM+Subfamily
1791,300,0.560556464811784,NPM+Subfamily
1792,300,0.5436573311367381,NPM+Subfamily
1793,300,0.5743973399833749,NPM+Subfamily
1794,300,0.6036184210526315,NPM+Subfamily
1795,300,0.5598360655737705,NPM+Subfamily
1796,300,0.5682715074980268,NPM+Subfamily
1797,300,0.5298068849706129,NPM+Subfamily
1798,300,0.6026380873866447,NPM+Subfamily
1799,300,0.5682782018659881,NPM+Subfamily
1800,300,0.49361702127659574,NPM+Prob
1801,300,0.5043478260869565,NPM+Prob
1802,300,0.49700598802395207,NPM+Prob
1803,300,0.4768480909829407,NPM+Prob
1804,300,0.4894308943089431,NPM+Prob
1805,300,0.5096153846153846,NPM+Prob
1806,300,0.5097375105842507,NPM+Prob
1807,300,0.4987735077677841,NPM+Prob
1808,300,0.46980976013234077,NPM+Prob
1809,300,0.4838709677419355,NPM+Prob
1810,300,0.48619246861924686,NPM+Prob
1811,300,0.4765432098765432,NPM+Prob
1812,300,0.5225752508361204,NPM+Prob
1813,300,0.4897435897435897,NPM+Prob
1814,300,0.47913446676970634,NPM+Prob
1815,300,0.4869198312236287,NPM+Prob
1816,300,0.5089285714285714,NPM+Prob
1817,300,0.49421487603305786,NPM+Prob
1818,300,0.4807692307692308,NPM+Prob
1819,300,0.48535564853556484,NPM+Prob
1820,300,0.49918032786885247,NPM+Prob
1821,300,0.47619047619047616,NPM+Prob
1822,300,0.4627831715210356,NPM+Prob
1823,300,0.5070306038047974,NPM+Prob
1824,300,0.516680227827502,NPM+Prob
1825,300,0.49337748344370863,NPM+Prob
1826,300,0.48808545603944126,NPM+Prob
1827,300,0.47879282218597063,NPM+Prob
1828,300,0.5214465937762826,NPM+Prob
1829,300,0.4894308943089431,NPM+Prob
1830,300,0.4976038338658147,NPM+Prob
1831,300,0.49667774086378735,NPM+Prob
1832,300,0.5,NPM+Prob
1833,300,0.4652317880794702,NPM+Prob
1834,300,0.5135135135135135,NPM+Prob
1835,300,0.49355877616747185,NPM+Prob
1836,300,0.5148936170212766,NPM+Prob
1837,300,0.4941569282136895,NPM+Prob
1838,300,0.5020374898125509,NPM+Prob
1839,300,0.4723127035830619,NPM+Prob
1840,300,0.4888888888888889,NPM+Prob
1841,300,0.48747913188647746,NPM+Prob
1842,300,0.5231404958677686,NPM+Prob
1843,300,0.4813915857605178,NPM+Prob
1844,300,0.5070189925681255,NPM+Prob
1845,300,0.4925619834710744,NPM+Prob
1846,300,0.5100502512562815,NPM+Prob
1847,300,0.4902120717781403,NPM+Prob
1848,300,0.4959150326797386,NPM+Prob
1849,300,0.5098684210526315,NPM+Prob
1850,300,0.0,Family+Subfamily
1851,300,0.0,Family+Subfamily
1852,300,0.0,Family+Subfamily
1853,300,0.0,Family+Subfamily
1854,300,0.0,Family+Subfamily
1855,300,0.0,Family+Subfamily
1856,300,0.0,Family+Subfamily
1857,300,0.0,Family+Subfamily
1858,300,0.0,Family+Subfamily
1859,300,0.0,Family+Subfamily
