,Feature,Language,NPM,Family,Subfamily,Prob,Present
3405,LOOK + WATCH,Kannada,0.25,Dravidian,South Dravidian,0.3904761904761905,0
3406,LOOK + WATCH,Georgian,2.30859375,Kartvelian,Georgian-Zan,0.3904761904761905,0
3407,LOOK + WATCH,Kazakh,0.0,Turkic,Kipchak,0.3904761904761905,0
3408,LOOK + WATCH,Northern Khanty,2.3203125,Uralic,Khantyic,0.3904761904761905,0
3409,LOOK + WATCH,Ket,1.44140625,Yeniseian,Northern Yeniseian,0.3904761904761905,0
3410,LOOK + WATCH,Khalkha Mongolian,0.75,Mongolic,Eastern Mongolic,0.3904761904761905,1
3411,LOOK + WATCH,Northern Kurdish,1.841796875,Indo-European,Iranian,0.3904761904761905,0
3412,LOOK + WATCH,Komi-Permyak,3.546875,Uralic,Permian,0.3904761904761905,1
3413,LOOK + WATCH,Korean,0.5,Koreanic,Korean,0.3904761904761905,1
3414,LOOK + WATCH,Komi-Zyrian,3.078125,Uralic,Permian,0.3904761904761905,1
3415,LOOK + WATCH,North Karelian,3.921875,Uralic,Finnic,0.3904761904761905,1
3416,LOOK + WATCH,Latvian,3.6171875,Indo-European,Balto-Slavic,0.3904761904761905,0
3417,LOOK + WATCH,Lak,2.13671875,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3418,LOOK + WATCH,Lezgian,2.13671875,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3419,LOOK + WATCH,Lithuanian,3.4765625,Indo-European,Balto-Slavic,0.3904761904761905,0
3420,LOOK + WATCH,Livonian,3.5390625,Uralic,Finnic,0.3904761904761905,1
3421,LOOK + WATCH,Malayalam,0.5,Dravidian,South Dravidian,0.3904761904761905,1
3422,LOOK + WATCH,Moksha,4.125,Uralic,Mordvin,0.3904761904761905,1
3423,LOOK + WATCH,Meadow Mari,3.546875,Uralic,Mari,0.3904761904761905,0
3424,LOOK + WATCH,Manchu,0.5,Tungusic,Manchu-Jurchen,0.3904761904761905,1
3425,LOOK + WATCH,Northern Mansi,2.1953125,Uralic,Mansic,0.3904761904761905,0
3426,LOOK + WATCH,Hill Mari,3.796875,Uralic,Mari,0.3904761904761905,0
3427,LOOK + WATCH,Erzya,3.5625,Uralic,Mordvin,0.3904761904761905,1
3428,LOOK + WATCH,Nganasan,1.19140625,Uralic,Samoyedic,0.3904761904761905,0
3429,LOOK + WATCH,Nivkh,0.125,Nivkh,Nivkh,0.3904761904761905,0
3430,LOOK + WATCH,Dutch,2.31640625,Indo-European,Germanic,0.3904761904761905,0
3431,LOOK + WATCH,Norwegian (Bokmål),2.7578125,Indo-European,Germanic,0.3904761904761905,0
3432,LOOK + WATCH,Olonets Karelian,4.359375,Uralic,Finnic,0.3904761904761905,1
3433,LOOK + WATCH,Ossetian,2.13671875,Indo-European,Iranian,0.3904761904761905,0
3434,LOOK + WATCH,Northern Pashto,0.0,Indo-European,Iranian,0.3904761904761905,0
3435,LOOK + WATCH,Western Farsi,0.0,Indo-European,Iranian,0.3904761904761905,0
3436,LOOK + WATCH,Polish,2.80859375,Indo-European,Balto-Slavic,0.3904761904761905,0
3437,LOOK + WATCH,Portuguese,1.4775390625,Indo-European,Italic,0.3904761904761905,0
3438,LOOK + WATCH,Romanian,2.95703125,Indo-European,Italic,0.3904761904761905,1
3439,LOOK + WATCH,Russian,4.015625,Indo-European,Balto-Slavic,0.3904761904761905,0
3440,LOOK + WATCH,Sakha,0.5,Turkic,North Siberian Turkic,0.3904761904761905,1
3441,LOOK + WATCH,Northern Selkup,1.69140625,Uralic,Samoyedic,0.3904761904761905,1
3442,LOOK + WATCH,Kildin Sami,3.375,Uralic,Saami,0.3904761904761905,0
3443,LOOK + WATCH,Slovak,2.90234375,Indo-European,Balto-Slavic,0.3904761904761905,0
3444,LOOK + WATCH,Slovene,2.607421875,Indo-European,Balto-Slavic,0.3904761904761905,0
3445,LOOK + WATCH,Southern Sami,2.9453125,Uralic,Saami,0.3904761904761905,0
3446,LOOK + WATCH,Northern Sami,3.171875,Uralic,Saami,0.3904761904761905,1
3447,LOOK + WATCH,Lule Sami,2.859375,Uralic,Saami,0.3904761904761905,0
3448,LOOK + WATCH,Inari Sami,3.171875,Uralic,Saami,0.3904761904761905,1
3449,LOOK + WATCH,Skolt Sami,3.296875,Uralic,Saami,0.3904761904761905,1
3450,LOOK + WATCH,Spanish,1.9755859375,Indo-European,Italic,0.3904761904761905,1
3451,LOOK + WATCH,Standard Albanian,2.482421875,Indo-European,Albanian,0.3904761904761905,1
3452,LOOK + WATCH,Swedish,3.2265625,Indo-European,Germanic,0.3904761904761905,0
3453,LOOK + WATCH,Tamil,0.25,Dravidian,South Dravidian,0.3904761904761905,0
3454,LOOK + WATCH,Tatar,3.5625,Turkic,Kipchak,0.3904761904761905,1
3455,LOOK + WATCH,Telugu,0.25,Dravidian,South Dravidian,0.3904761904761905,0
3456,LOOK + WATCH,Turkish,2.013671875,Turkic,West Oghuz,0.3904761904761905,0
3457,LOOK + WATCH,Udmurt,3.484375,Uralic,Permian,0.3904761904761905,1
3458,LOOK + WATCH,Ukrainian,2.71484375,Indo-European,Balto-Slavic,0.3904761904761905,0
3459,LOOK + WATCH,Northern Uzbek,0.0,Turkic,Uzbek,0.3904761904761905,0
3460,LOOK + WATCH,Veps,4.109375,Uralic,Finnic,0.3904761904761905,1
3461,LOOK + WATCH,Kalmyk,3.1015625,Mongolic,Eastern Mongolic,0.3904761904761905,0
3462,LOOK + WATCH,Northern Yukaghir,0.5,Yukaghir,Northern Yukaghir,0.3904761904761905,1
3463,LOOK + WATCH,Tundra Nenets,2.0078125,Uralic,Samoyedic,0.3904761904761905,0
3464,LOOK + WATCH,Southern Yukaghir,0.25,Yukaghir,Kolymic,0.3904761904761905,0
3465,COUNT + CALCULATE,Abkhaz,2.08984375,Abkhaz-Adyge,Abkhaz-Abaza,0.3904761904761905,0
3466,COUNT + CALCULATE,Adyghe,2.33984375,Abkhaz-Adyge,Circassian,0.3904761904761905,1
3467,COUNT + CALCULATE,Hokkaido Ainu,0.0,Ainu,Hokkaido-Kuril Ainu,0.3904761904761905,0
3468,COUNT + CALCULATE,Aleut,0.0,Eskimo-Aleut,Aleut,0.3904761904761905,0
3469,COUNT + CALCULATE,Avar,2.26953125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,1
3470,COUNT + CALCULATE,North Azerbaijani,2.01953125,Turkic,West Oghuz,0.3904761904761905,0
3471,COUNT + CALCULATE,Bashkir,3.4453125,Turkic,Kipchak,0.3904761904761905,1
3472,COUNT + CALCULATE,Belarusian,3.3828125,Indo-European,Balto-Slavic,0.3904761904761905,1
3473,COUNT + CALCULATE,Bengali,0.0,Indo-European,Indo-Aryan,0.3904761904761905,0
3474,COUNT + CALCULATE,Breton,1.064453125,Indo-European,Celtic,0.3904761904761905,0
3475,COUNT + CALCULATE,Burushaski,0.5,Burushaski,Burushaski,0.3904761904761905,1
3476,COUNT + CALCULATE,Buryat,0.5,Mongolic,Eastern Mongolic,0.3904761904761905,1
3477,COUNT + CALCULATE,Bulgarian,1.763671875,Indo-European,Balto-Slavic,0.3904761904761905,0
3478,COUNT + CALCULATE,Catalan,1.1943359375,Indo-European,Italic,0.3904761904761905,0
3479,COUNT + CALCULATE,Czech,2.48046875,Indo-European,Balto-Slavic,0.3904761904761905,0
3480,COUNT + CALCULATE,Chechen,2.01953125,Nakh-Daghestanian,Nakh,0.3904761904761905,0
3481,COUNT + CALCULATE,Chuvash,4.15625,Turkic,Bolgar,0.3904761904761905,1
3482,COUNT + CALCULATE,Chukchi,0.25,Chukotko-Kamchatkan,Chukotian,0.3904761904761905,0
3483,COUNT + CALCULATE,Mandarin Chinese,0.0,Sino-Tibetan,Sinitic,0.3904761904761905,0
3484,COUNT + CALCULATE,Welsh,1.244140625,Indo-European,Celtic,0.3904761904761905,0
3485,COUNT + CALCULATE,Danish,2.7421875,Indo-European,Germanic,0.3904761904761905,0
3486,COUNT + CALCULATE,Dargwa,2.01953125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3487,COUNT + CALCULATE,Tsez,2.01953125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3488,COUNT + CALCULATE,German,2.23828125,Indo-European,Germanic,0.3904761904761905,0
3489,COUNT + CALCULATE,Estonian,3.5234375,Uralic,Finnic,0.3904761904761905,0
3490,COUNT + CALCULATE,Modern Greek,1.376953125,Indo-European,Graeco-Phrygian,0.3904761904761905,0
3491,COUNT + CALCULATE,Forest Enets,2.529296875,Uralic,Samoyedic,0.3904761904761905,1
3492,COUNT + CALCULATE,English,1.52734375,Indo-European,Germanic,0.3904761904761905,0
3493,COUNT + CALCULATE,Central Siberian Yupik,0.5,Eskimo-Aleut,Eskimo,0.3904761904761905,1
3494,COUNT + CALCULATE,Basque,0.9677734375,Basque,Basque,0.3904761904761905,0
3495,COUNT + CALCULATE,Evenki,1.8271484375,Tungusic,Northern Tungusic,0.3904761904761905,1
3496,COUNT + CALCULATE,Finnish,4.046875,Uralic,Finnic,0.3904761904761905,1
3497,COUNT + CALCULATE,French,1.685546875,Indo-European,Italic,0.3904761904761905,0
3498,COUNT + CALCULATE,Nanai,0.0,Tungusic,Central Tungusic,0.3904761904761905,0
3499,COUNT + CALCULATE,Irish,0.939453125,Indo-European,Celtic,0.3904761904761905,0
3500,COUNT + CALCULATE,Modern Hebrew,0.9521484375,Afro-Asiatic,Semitic,0.3904761904761905,0
3501,COUNT + CALCULATE,Hindi,0.0,Indo-European,Indo-Aryan,0.3904761904761905,0
3502,COUNT + CALCULATE,Croatian,1.701171875,Indo-European,Balto-Slavic,0.3904761904761905,0
3503,COUNT + CALCULATE,Hungarian,2.25390625,Uralic,Hungarian,0.3904761904761905,0
3504,COUNT + CALCULATE,Armenian,2.26953125,Indo-European,Armenic,0.3904761904761905,1
3505,COUNT + CALCULATE,Icelandic,0.0,Indo-European,Germanic,0.3904761904761905,0
3506,COUNT + CALCULATE,Italian,1.919921875,Indo-European,Italic,0.3904761904761905,1
3507,COUNT + CALCULATE,Itelmen,0.5,Chukotko-Kamchatkan,Itelmen,0.3904761904761905,1
3508,COUNT + CALCULATE,Japanese,0.0,Japonic,Japanesic,0.3904761904761905,0
3509,COUNT + CALCULATE,Kalaallisut,0.5,Eskimo-Aleut,Eskimo,0.3904761904761905,1
3510,COUNT + CALCULATE,Kannada,0.25,Dravidian,South Dravidian,0.3904761904761905,0
3511,COUNT + CALCULATE,Georgian,2.08984375,Kartvelian,Georgian-Zan,0.3904761904761905,0
3512,COUNT + CALCULATE,Kazakh,0.5,Turkic,Kipchak,0.3904761904761905,1
3513,COUNT + CALCULATE,Northern Khanty,3.2109375,Uralic,Khantyic,0.3904761904761905,0
3514,COUNT + CALCULATE,Ket,2.529296875,Yeniseian,Northern Yeniseian,0.3904761904761905,1
3515,COUNT + CALCULATE,Khalkha Mongolian,0.25,Mongolic,Eastern Mongolic,0.3904761904761905,0
3516,COUNT + CALCULATE,Northern Kurdish,1.646484375,Indo-European,Iranian,0.3904761904761905,0
3517,COUNT + CALCULATE,Komi-Permyak,4.328125,Uralic,Permian,0.3904761904761905,1
3518,COUNT + CALCULATE,Korean,0.0,Koreanic,Korean,0.3904761904761905,0
3519,COUNT + CALCULATE,Komi-Zyrian,4.1796875,Uralic,Permian,0.3904761904761905,1
3520,COUNT + CALCULATE,North Karelian,3.796875,Uralic,Finnic,0.3904761904761905,1
3521,COUNT + CALCULATE,Latvian,3.6171875,Indo-European,Balto-Slavic,0.3904761904761905,0
3522,COUNT + CALCULATE,Lak,2.01953125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3523,COUNT + CALCULATE,Lezgian,2.26953125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,1
3524,COUNT + CALCULATE,Lithuanian,3.3828125,Indo-European,Balto-Slavic,0.3904761904761905,1
3525,COUNT + CALCULATE,Livonian,3.1328125,Uralic,Finnic,0.3904761904761905,0
3526,COUNT + CALCULATE,Malayalam,0.25,Dravidian,South Dravidian,0.3904761904761905,0
3527,COUNT + CALCULATE,Moksha,4.15625,Uralic,Mordvin,0.3904761904761905,0
3528,COUNT + CALCULATE,Meadow Mari,4.453125,Uralic,Mari,0.3904761904761905,1
3529,COUNT + CALCULATE,Manchu,0.0,Tungusic,Manchu-Jurchen,0.3904761904761905,0
3530,COUNT + CALCULATE,Northern Mansi,3.3359375,Uralic,Mansic,0.3904761904761905,1
3531,COUNT + CALCULATE,Hill Mari,4.453125,Uralic,Mari,0.3904761904761905,1
3532,COUNT + CALCULATE,Erzya,4.03125,Uralic,Mordvin,0.3904761904761905,1
3533,COUNT + CALCULATE,Nganasan,2.279296875,Uralic,Samoyedic,0.3904761904761905,1
3534,COUNT + CALCULATE,Nivkh,0.0,Nivkh,Nivkh,0.3904761904761905,0
3535,COUNT + CALCULATE,Dutch,1.62890625,Indo-European,Germanic,0.3904761904761905,0
3536,COUNT + CALCULATE,Norwegian (Bokmål),2.5390625,Indo-European,Germanic,0.3904761904761905,0
3537,COUNT + CALCULATE,Olonets Karelian,3.984375,Uralic,Finnic,0.3904761904761905,0
3538,COUNT + CALCULATE,Ossetian,2.01953125,Indo-European,Iranian,0.3904761904761905,0
3539,COUNT + CALCULATE,Northern Pashto,0.25,Indo-European,Iranian,0.3904761904761905,0
3540,COUNT + CALCULATE,Western Farsi,0.0,Indo-European,Iranian,0.3904761904761905,0
3541,COUNT + CALCULATE,Polish,2.48046875,Indo-European,Balto-Slavic,0.3904761904761905,0
3542,COUNT + CALCULATE,Portuguese,0.7705078125,Indo-European,Italic,0.3904761904761905,0
3543,COUNT + CALCULATE,Romanian,2.25390625,Indo-European,Italic,0.3904761904761905,0
3544,COUNT + CALCULATE,Russian,4.453125,Indo-European,Balto-Slavic,0.3904761904761905,1
3545,COUNT + CALCULATE,Sakha,0.5,Turkic,North Siberian Turkic,0.3904761904761905,1
3546,COUNT + CALCULATE,Northern Selkup,2.51171875,Uralic,Samoyedic,0.3904761904761905,1
3547,COUNT + CALCULATE,Kildin Sami,3.765625,Uralic,Saami,0.3904761904761905,1
3548,COUNT + CALCULATE,Slovak,2.74609375,Indo-European,Balto-Slavic,0.3904761904761905,1
3549,COUNT + CALCULATE,Slovene,1.763671875,Indo-European,Balto-Slavic,0.3904761904761905,0
3550,COUNT + CALCULATE,Southern Sami,2.5078125,Uralic,Saami,0.3904761904761905,0
3551,COUNT + CALCULATE,Northern Sami,2.75,Uralic,Saami,0.3904761904761905,0
3552,COUNT + CALCULATE,Lule Sami,2.984375,Uralic,Saami,0.3904761904761905,1
3553,COUNT + CALCULATE,Inari Sami,2.75,Uralic,Saami,0.3904761904761905,0
3554,COUNT + CALCULATE,Skolt Sami,3.0,Uralic,Saami,0.3904761904761905,0
3555,COUNT + CALCULATE,Spanish,1.2177734375,Indo-European,Italic,0.3904761904761905,1
3556,COUNT + CALCULATE,Standard Albanian,1.607421875,Indo-European,Albanian,0.3904761904761905,0
3557,COUNT + CALCULATE,Swedish,3.4453125,Indo-European,Germanic,0.3904761904761905,1
3558,COUNT + CALCULATE,Tamil,0.25,Dravidian,South Dravidian,0.3904761904761905,0
3559,COUNT + CALCULATE,Tatar,3.78125,Turkic,Kipchak,0.3904761904761905,0
3560,COUNT + CALCULATE,Telugu,0.5,Dravidian,South Dravidian,0.3904761904761905,1
3561,COUNT + CALCULATE,Turkish,1.529296875,Turkic,West Oghuz,0.3904761904761905,0
3562,COUNT + CALCULATE,Udmurt,4.140625,Uralic,Permian,0.3904761904761905,1
3563,COUNT + CALCULATE,Ukrainian,2.37109375,Indo-European,Balto-Slavic,0.3904761904761905,0
3564,COUNT + CALCULATE,Northern Uzbek,0.25,Turkic,Uzbek,0.3904761904761905,0
3565,COUNT + CALCULATE,Veps,4.484375,Uralic,Finnic,0.3904761904761905,1
3566,COUNT + CALCULATE,Kalmyk,2.96875,Mongolic,Eastern Mongolic,0.3904761904761905,0
3567,COUNT + CALCULATE,Northern Yukaghir,0.5,Yukaghir,Northern Yukaghir,0.3904761904761905,1
3568,COUNT + CALCULATE,Tundra Nenets,3.43359375,Uralic,Samoyedic,0.3904761904761905,1
3569,COUNT + CALCULATE,Southern Yukaghir,0.25,Yukaghir,Kolymic,0.3904761904761905,0
3570,COUNT (QUANTITY) + AMOUNT,Abkhaz,2.6875,Abkhaz-Adyge,Abkhaz-Abaza,0.3904761904761905,0
3571,COUNT (QUANTITY) + AMOUNT,Adyghe,2.9375,Abkhaz-Adyge,Circassian,0.3904761904761905,1
3572,COUNT (QUANTITY) + AMOUNT,Hokkaido Ainu,0.25,Ainu,Hokkaido-Kuril Ainu,0.3904761904761905,0
3573,COUNT (QUANTITY) + AMOUNT,Aleut,0.0,Eskimo-Aleut,Aleut,0.3904761904761905,0
3574,COUNT (QUANTITY) + AMOUNT,Avar,2.4453125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3575,COUNT (QUANTITY) + AMOUNT,North Azerbaijani,2.4453125,Turkic,West Oghuz,0.3904761904761905,0
3576,COUNT (QUANTITY) + AMOUNT,Bashkir,3.35546875,Turkic,Kipchak,0.3904761904761905,1
3577,COUNT (QUANTITY) + AMOUNT,Belarusian,4.25,Indo-European,Balto-Slavic,0.3904761904761905,1
3578,COUNT (QUANTITY) + AMOUNT,Bengali,0.5,Indo-European,Indo-Aryan,0.3904761904761905,1
3579,COUNT (QUANTITY) + AMOUNT,Breton,2.0703125,Indo-European,Celtic,0.3904761904761905,0
3580,COUNT (QUANTITY) + AMOUNT,Burushaski,0.0,Burushaski,Burushaski,0.3904761904761905,0
3581,COUNT (QUANTITY) + AMOUNT,Buryat,0.25,Mongolic,Eastern Mongolic,0.3904761904761905,0
3582,COUNT (QUANTITY) + AMOUNT,Bulgarian,3.1953125,Indo-European,Balto-Slavic,0.3904761904761905,1
3583,COUNT (QUANTITY) + AMOUNT,Catalan,2.59765625,Indo-European,Italic,0.3904761904761905,1
3584,COUNT (QUANTITY) + AMOUNT,Czech,3.546875,Indo-European,Balto-Slavic,0.3904761904761905,0
3585,COUNT (QUANTITY) + AMOUNT,Chechen,2.4453125,Nakh-Daghestanian,Nakh,0.3904761904761905,0
3586,COUNT (QUANTITY) + AMOUNT,Chuvash,3.9609375,Turkic,Bolgar,0.3904761904761905,1
3587,COUNT (QUANTITY) + AMOUNT,Chukchi,0.5,Chukotko-Kamchatkan,Chukotian,0.3904761904761905,1
3588,COUNT (QUANTITY) + AMOUNT,Mandarin Chinese,0.0,Sino-Tibetan,Sinitic,0.3904761904761905,0
3589,COUNT (QUANTITY) + AMOUNT,Welsh,1.921875,Indo-European,Celtic,0.3904761904761905,0
3590,COUNT (QUANTITY) + AMOUNT,Danish,3.4375,Indo-European,Germanic,0.3904761904761905,0
3591,COUNT (QUANTITY) + AMOUNT,Dargwa,2.6953125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,1
3592,COUNT (QUANTITY) + AMOUNT,Tsez,2.4453125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3593,COUNT (QUANTITY) + AMOUNT,German,2.90625,Indo-European,Germanic,0.3904761904761905,0
3594,COUNT (QUANTITY) + AMOUNT,Estonian,4.0,Uralic,Finnic,0.3904761904761905,1
3595,COUNT (QUANTITY) + AMOUNT,Modern Greek,2.421875,Indo-European,Graeco-Phrygian,0.3904761904761905,0
3596,COUNT (QUANTITY) + AMOUNT,Forest Enets,1.48828125,Uralic,Samoyedic,0.3904761904761905,1
3597,COUNT (QUANTITY) + AMOUNT,English,2.15625,Indo-European,Germanic,0.3904761904761905,0
3598,COUNT (QUANTITY) + AMOUNT,Central Siberian Yupik,0.5,Eskimo-Aleut,Eskimo,0.3904761904761905,1
3599,COUNT (QUANTITY) + AMOUNT,Basque,2.17578125,Basque,Basque,0.3904761904761905,1
3600,COUNT (QUANTITY) + AMOUNT,Evenki,0.744140625,Tungusic,Northern Tungusic,0.3904761904761905,0
3601,COUNT (QUANTITY) + AMOUNT,Finnish,4.03125,Uralic,Finnic,0.3904761904761905,0
3602,COUNT (QUANTITY) + AMOUNT,French,2.7265625,Indo-European,Italic,0.3904761904761905,0
3603,COUNT (QUANTITY) + AMOUNT,Nanai,0.5,Tungusic,Central Tungusic,0.3904761904761905,1
3604,COUNT (QUANTITY) + AMOUNT,Irish,1.5703125,Indo-European,Celtic,0.3904761904761905,0
3605,COUNT (QUANTITY) + AMOUNT,Modern Hebrew,1.42578125,Afro-Asiatic,Semitic,0.3904761904761905,0
3606,COUNT (QUANTITY) + AMOUNT,Hindi,0.0,Indo-European,Indo-Aryan,0.3904761904761905,0
3607,COUNT (QUANTITY) + AMOUNT,Croatian,2.9453125,Indo-European,Balto-Slavic,0.3904761904761905,0
3608,COUNT (QUANTITY) + AMOUNT,Hungarian,3.5,Uralic,Hungarian,0.3904761904761905,0
3609,COUNT (QUANTITY) + AMOUNT,Armenian,2.6953125,Indo-European,Armenic,0.3904761904761905,1
3610,COUNT (QUANTITY) + AMOUNT,Icelandic,0.0,Indo-European,Germanic,0.3904761904761905,0
3611,COUNT (QUANTITY) + AMOUNT,Italian,3.3203125,Indo-European,Italic,0.3904761904761905,1
3612,COUNT (QUANTITY) + AMOUNT,Itelmen,0.0,Chukotko-Kamchatkan,Itelmen,0.3904761904761905,0
3613,COUNT (QUANTITY) + AMOUNT,Japanese,0.0,Japonic,Japanesic,0.3904761904761905,0
3614,COUNT (QUANTITY) + AMOUNT,Kalaallisut,0.0,Eskimo-Aleut,Eskimo,0.3904761904761905,0
3615,COUNT (QUANTITY) + AMOUNT,Kannada,0.0,Dravidian,South Dravidian,0.3904761904761905,0
3616,COUNT (QUANTITY) + AMOUNT,Georgian,2.6875,Kartvelian,Georgian-Zan,0.3904761904761905,0
3617,COUNT (QUANTITY) + AMOUNT,Kazakh,0.0,Turkic,Kipchak,0.3904761904761905,0
3618,COUNT (QUANTITY) + AMOUNT,Northern Khanty,2.24609375,Uralic,Khantyic,0.3904761904761905,0
3619,COUNT (QUANTITY) + AMOUNT,Ket,1.11328125,Yeniseian,Northern Yeniseian,0.3904761904761905,0
3620,COUNT (QUANTITY) + AMOUNT,Khalkha Mongolian,0.5,Mongolic,Eastern Mongolic,0.3904761904761905,1
3621,COUNT (QUANTITY) + AMOUNT,Northern Kurdish,2.2578125,Indo-European,Iranian,0.3904761904761905,0
3622,COUNT (QUANTITY) + AMOUNT,Komi-Permyak,3.6796875,Uralic,Permian,0.3904761904761905,0
3623,COUNT (QUANTITY) + AMOUNT,Korean,0.0,Koreanic,Korean,0.3904761904761905,0
3624,COUNT (QUANTITY) + AMOUNT,Komi-Zyrian,2.953125,Uralic,Permian,0.3904761904761905,0
3625,COUNT (QUANTITY) + AMOUNT,North Karelian,3.703125,Uralic,Finnic,0.3904761904761905,0
3626,COUNT (QUANTITY) + AMOUNT,Latvian,4.40625,Indo-European,Balto-Slavic,0.3904761904761905,1
3627,COUNT (QUANTITY) + AMOUNT,Lak,2.4453125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,0
3628,COUNT (QUANTITY) + AMOUNT,Lezgian,2.6953125,Nakh-Daghestanian,Daghestanian,0.3904761904761905,1
3629,COUNT (QUANTITY) + AMOUNT,Lithuanian,4.25,Indo-European,Balto-Slavic,0.3904761904761905,1
3630,COUNT (QUANTITY) + AMOUNT,Livonian,3.6875,Uralic,Finnic,0.3904761904761905,0
3631,COUNT (QUANTITY) + AMOUNT,Malayalam,0.0,Dravidian,South Dravidian,0.3904761904761905,0
3632,COUNT (QUANTITY) + AMOUNT,Moksha,4.5234375,Uralic,Mordvin,0.3904761904761905,1
3633,COUNT (QUANTITY) + AMOUNT,Meadow Mari,4.0234375,Uralic,Mari,0.3904761904761905,1
3634,COUNT (QUANTITY) + AMOUNT,Manchu,0.25,Tungusic,Manchu-Jurchen,0.3904761904761905,0
3635,COUNT (QUANTITY) + AMOUNT,Northern Mansi,2.49609375,Uralic,Mansic,0.3904761904761905,1
3636,COUNT (QUANTITY) + AMOUNT,Hill Mari,4.2734375,Uralic,Mari,0.3904761904761905,1
3637,COUNT (QUANTITY) + AMOUNT,Erzya,3.8046875,Uralic,Mordvin,0.3904761904761905,0
3638,COUNT (QUANTITY) + AMOUNT,Nganasan,1.48828125,Uralic,Samoyedic,0.3904761904761905,1
3639,COUNT (QUANTITY) + AMOUNT,Nivkh,0.25,Nivkh,Nivkh,0.3904761904761905,0
3640,COUNT (QUANTITY) + AMOUNT,Dutch,2.515625,Indo-European,Germanic,0.3904761904761905,0
3641,COUNT (QUANTITY) + AMOUNT,Norwegian (Bokmål),2.859375,Indo-European,Germanic,0.3904761904761905,0
3642,COUNT (QUANTITY) + AMOUNT,Olonets Karelian,4.734375,Uralic,Finnic,0.3904761904761905,1
3643,COUNT (QUANTITY) + AMOUNT,Ossetian,2.6953125,Indo-European,Iranian,0.3904761904761905,1
3644,COUNT (QUANTITY) + AMOUNT,Northern Pashto,0.0,Indo-European,Iranian,0.3904761904761905,0
3645,COUNT (QUANTITY) + AMOUNT,Western Farsi,0.0,Indo-European,Iranian,0.3904761904761905,0
3646,COUNT (QUANTITY) + AMOUNT,Polish,3.609375,Indo-European,Balto-Slavic,0.3904761904761905,1
3647,COUNT (QUANTITY) + AMOUNT,Portuguese,1.99609375,Indo-European,Italic,0.3904761904761905,1
3648,COUNT (QUANTITY) + AMOUNT,Romanian,3.75,Indo-European,Italic,0.3904761904761905,1
3649,COUNT (QUANTITY) + AMOUNT,Russian,4.609375,Indo-European,Balto-Slavic,0.3904761904761905,1
3650,COUNT (QUANTITY) + AMOUNT,Sakha,0.5,Turkic,North Siberian Turkic,0.3904761904761905,1
3651,COUNT (QUANTITY) + AMOUNT,Northern Selkup,1.248046875,Uralic,Samoyedic,0.3904761904761905,0
3652,COUNT (QUANTITY) + AMOUNT,Kildin Sami,3.125,Uralic,Saami,0.3904761904761905,0
3653,COUNT (QUANTITY) + AMOUNT,Slovak,4.015625,Indo-European,Balto-Slavic,0.3904761904761905,1
3654,COUNT (QUANTITY) + AMOUNT,Slovene,3.0703125,Indo-European,Balto-Slavic,0.3904761904761905,0
3655,COUNT (QUANTITY) + AMOUNT,Southern Sami,2.796875,Uralic,Saami,0.3904761904761905,0
3656,COUNT (QUANTITY) + AMOUNT,Northern Sami,3.0625,Uralic,Saami,0.3904761904761905,1
3657,COUNT (QUANTITY) + AMOUNT,Lule Sami,2.703125,Uralic,Saami,0.3904761904761905,0
3658,COUNT (QUANTITY) + AMOUNT,Inari Sami,3.0625,Uralic,Saami,0.3904761904761905,1
3659,COUNT (QUANTITY) + AMOUNT,Skolt Sami,3.1875,Uralic,Saami,0.3904761904761905,1
3660,COUNT (QUANTITY) + AMOUNT,Spanish,2.17578125,Indo-European,Italic,0.3904761904761905,1
3661,COUNT (QUANTITY) + AMOUNT,Standard Albanian,3.0078125,Indo-European,Albanian,0.3904761904761905,1
3662,COUNT (QUANTITY) + AMOUNT,Swedish,3.5625,Indo-European,Germanic,0.3904761904761905,0
3663,COUNT (QUANTITY) + AMOUNT,Tamil,0.0,Dravidian,South Dravidian,0.3904761904761905,0
3664,COUNT (QUANTITY) + AMOUNT,Tatar,4.0546875,Turkic,Kipchak,0.3904761904761905,1
3665,COUNT (QUANTITY) + AMOUNT,Telugu,0.0,Dravidian,South Dravidian,0.3904761904761905,0
3666,COUNT (QUANTITY) + AMOUNT,Turkish,2.3515625,Turkic,West Oghuz,0.3904761904761905,0
3667,COUNT (QUANTITY) + AMOUNT,Udmurt,3.8046875,Uralic,Permian,0.3904761904761905,1
3668,COUNT (QUANTITY) + AMOUNT,Ukrainian,3.421875,Indo-European,Balto-Slavic,0.3904761904761905,0
3669,COUNT (QUANTITY) + AMOUNT,Northern Uzbek,0.0,Turkic,Uzbek,0.3904761904761905,0
